]0;🐍Done | 9.2.8\
Code stopped by auto-reload. Reloading soon.
soft reboot
[2K[0GAuto-reload is on. Simply save files over USB to run them or enter REPL to disable.
[2K[0Gcode.py output:
]0;🐍code.py | 9.2.8\
BNO085 initialized, 1 reports successfully.
IMU initialized.
timestamp_s,roll_deg
40.2040,97.5361
40.2360,97.5361
40.2640,97.8348
40.3010,98.0142
40.3330,98.0142
40.3600,98.1654
40.3930,98.1753
40.4260,98.1753
40.4530,98.0471
40.4840,98.0471
40.5120,98.0273
40.5480,98.0150
40.5790,98.0150
40.6050,98.2719
40.6380,98.2719
40.6640,98.6786
40.6950,99.1090
40.7270,99.1090
40.7550,99.3257
40.7870,99.3257
40.8140,99.3691
40.8510,99.3798
40.8840,99.3798
40.9110,99.4007
40.9430,99.6053
40.9760,99.6053
41.0040,99.7901
41.0360,99.7901
41.0620,99.8337
41.1010,99.9117
41.1330,99.9117
41.1600,99.8887
41.1920,99.9337
41.2250,99.9337
41.2520,99.8994
41.2840,99.8994
41.3110,99.9431
41.3440,100.0196
41.3810,100.0196
41.4090,99.9858
41.4400,99.9987
41.4730,99.9987
41.5000,99.8572
41.5320,99.8572
41.5590,99.6306
41.5920,99.3143
41.6290,99.3143
41.6560,99.0896
41.6880,98.8195
41.7210,98.8195
41.7480,98.6368
41.7810,98.6368
41.8090,98.5725
41.8410,98.5831
41.8770,98.5831
41.9030,98.6581
41.9350,98.6581
41.9620,98.7451
41.9930,98.7549
42.0250,98.7549
42.0530,98.6375
42.0850,98.6375
42.1120,98.5089
42.1430,98.3704
42.1800,98.3704
42.2070,98.2414
42.2400,98.1448
42.2710,98.1448
42.2990,98.0814
42.3310,98.0814
42.3580,98.0828
42.3910,98.1032
42.4280,98.1032
42.4550,98.0821
42.4860,98.0385
42.5190,98.0385
42.5470,97.9745
42.5800,97.9745
42.6060,97.8683
42.6400,97.7617
42.6720,97.7617
42.6990,97.7083
42.7360,97.7498
42.7680,97.7498
42.7960,97.8137
42.8280,97.8137
42.8550,97.8031
42.8880,97.7826
42.9200,97.7826
42.9460,97.6964
42.9830,97.6964
43.0110,97.5380
43.0430,97.4099
43.0740,97.4099
43.1010,97.3462
43.1330,97.3462
43.1600,97.3679
43.1920,97.3876
43.2280,97.3876
43.2560,97.4420
43.2880,97.4105
43.3190,97.4105
43.3470,97.3666
43.3790,97.3666
43.4060,97.3141
43.4380,97.2394
43.4710,97.2394
43.4970,97.1548
43.5330,97.0279
43.5650,97.0279
43.5930,96.8899
43.6240,96.8899
43.6510,96.8586
43.6830,96.8370
43.7140,96.8370
43.7410,96.8678
43.7770,96.8678
43.8050,96.9417
43.8370,96.9632
43.8690,96.9632
43.8960,96.8481
43.9290,96.8481
43.9560,96.6901
43.9880,96.5103
44.0200,96.5103
44.0480,96.3007
44.0850,96.1116
44.1170,96.1116
44.1440,95.9864
44.1770,95.9864
44.2040,95.9229
44.2360,95.8827
44.2680,95.8827
44.2950,95.7979
44.3320,95.6931
44.3630,95.6931
44.3910,95.5171
44.4220,95.5171
44.4490,95.3708
44.4810,95.2354
44.5140,95.2354
44.5410,95.1730
44.5760,95.1730
44.6030,95.1208
44.6360,95.0585
44.6680,95.0585
44.6940,94.9863
44.7260,94.9863
44.7540,94.9348
44.7860,94.8205
44.8180,94.8205
44.8460,94.7486
44.8820,94.7371
44.9140,94.7371
44.9410,94.7992
44.9740,94.7992
45.0010,94.8404
45.0350,94.8816
45.0670,94.8816
45.0950,94.8713
45.1320,94.7679
45.1640,94.7679
45.1910,94.6338
45.2240,94.6338
45.2510,94.5403
45.2830,94.4373
45.3140,94.4373
45.3420,94.3238
45.3740,94.3238
45.4010,94.2097
45.4370,94.1693
45.4690,94.1693
45.4950,94.2203
45.5270,94.2203
45.5550,94.3228
45.5870,94.3546
45.6180,94.3546
45.6450,94.2203
45.6820,94.1073
45.7140,94.1073
45.7410,94.0040
45.7730,94.0040
45.8010,93.9938
45.8340,93.9427
45.8660,93.9427
45.8930,93.9014
45.9300,93.8912
45.9620,93.8912
45.9880,93.8191
46.0210,93.8191
46.0490,93.8086
46.0810,93.8287
46.1130,93.8287
46.1400,93.8491
46.1720,93.8491
46.1990,93.8191
46.2340,93.7987
46.2670,93.7987
46.2940,93.8408
46.3250,93.8408
46.3510,93.9225
46.3840,94.0152
46.4160,94.0152
46.4420,94.1079
46.4790,94.1181
46.5120,94.1181
46.5390,94.0568
46.5710,94.0568
46.5990,93.9235
46.6310,93.6772
46.6640,93.6772
46.6900,93.4221
46.7230,93.4221
46.7500,93.1871
46.7860,92.9940
46.8190,92.9940
46.8470,92.8411
46.8790,92.7196
46.9110,92.7196
46.9380,92.6985
46.9710,92.6985
46.9980,92.6985
47.0360,92.7392
47.0680,92.7392
47.0960,92.7392
47.1280,92.7601
47.1600,92.7601
47.1870,92.7708
47.2200,92.7708
47.2470,92.7500
47.2830,92.7297
47.3140,92.7297
47.3420,92.7190
47.3740,92.7190
47.4000,92.6783
47.4330,92.5980
47.4640,92.5980
47.4900,92.5165
47.5220,92.5165
47.5500,92.4660
47.5860,92.4660
47.6180,92.4660
47.6450,92.4559
47.6780,92.4154
47.7100,92.4154
47.7370,92.3946
47.7690,92.3946
47.7970,92.2931
47.8330,92.2534
47.8640,92.2534
47.8920,92.2021
47.9230,92.2021
47.9490,92.1726
47.9810,92.2231
48.0130,92.2231
48.0400,92.2729
48.0720,92.2729
48.0990,92.3340
48.1360,92.2735
48.1680,92.2735
48.1950,92.2231
48.2270,92.0719
48.2600,92.0719
48.2870,91.9210
48.3180,91.9210
48.3460,91.6893
48.3830,91.5094
48.4150,91.5094
48.4420,91.4286
48.4760,91.3786
48.5080,91.3786
48.5350,91.4486
48.5670,91.4486
48.5950,91.5087
48.6310,91.5695
48.6620,91.5695
48.6890,91.6297
48.7210,91.6297
48.7470,91.6097
48.7800,91.5189
48.8110,91.5189
48.8390,91.3881
48.8700,91.3881
48.8970,91.2168
48.9340,91.0569
48.9660,91.0569
48.9930,90.9971
49.0260,91.0564
49.0580,91.0564
49.0850,91.1569
49.1170,91.1569
49.1440,91.2061
49.1820,91.1768
49.2150,91.1768
49.2420,91.1068
49.2740,90.9772
49.3070,90.9772
49.3340,90.8078
49.3670,90.8078
49.3930,90.6281
49.4260,90.4195
49.4630,90.4195
49.4900,90.1414
49.5230,89.9133
49.5560,89.9133
49.5830,89.7258
49.6150,89.7258
49.6430,89.5287
49.6750,89.3116
49.7120,89.3116
49.7390,89.0466
49.7710,88.7033
49.8040,88.7033
49.8310,88.2247
49.8630,88.2247
49.8910,87.4979
49.9230,86.2099
49.9590,86.2099
49.9870,83.9157
50.0180,81.6655
50.0500,81.6655
50.0770,78.4188
50.1080,78.4188
50.1370,73.7404
50.1680,73.7404
50.1940,67.0292
50.2260,57.3609
50.2630,57.3609
50.2900,43.5179
50.3220,22.9959
50.3530,22.9959
50.3810,4.9539
50.4130,4.9539
50.4400,9.8026
50.4730,4.2721
50.5100,4.2721
50.5380,4.3247
50.5700,4.6333
50.6020,4.6333
50.6300,4.5419
50.6620,4.5419
50.6890,4.5771
50.7220,4.5978
50.7540,4.5978
50.7810,4.6116
50.8180,4.6253
50.8510,4.6253
50.8790,4.6390
50.9110,4.6390
50.9380,4.6530
50.9710,4.6667
51.0040,4.6667
51.0310,3.8498
51.0670,3.4342
51.1010,3.4342
51.1280,3.1917
51.1600,3.1917
51.1870,3.0184
51.2210,2.9634
51.2530,2.9634
51.2800,2.9077
51.3170,2.8664
51.3510,2.8664
51.3780,2.8181
51.4100,2.8181
51.4360,2.7766
51.4700,2.7281
51.5020,2.7281
51.5280,2.6864
51.5600,2.6864
51.5880,2.6519
51.6240,2.6239
51.6550,2.6239
51.6830,2.5963
51.7140,2.5963
51.7400,2.5683
51.7730,2.5406
51.8050,2.5406
51.8310,2.5131
51.8670,2.4996
51.9000,2.4996
51.9280,2.4786
51.9600,2.4786
51.9870,2.4643
52.0190,2.4363
52.0520,2.4363
52.0790,2.4295
52.1110,2.4295
52.1390,2.4152
52.1750,2.4082
52.2080,2.4082
52.2350,2.3945
52.2680,2.3872
52.3010,2.3872
52.3280,2.3732
52.3600,2.3732
52.3880,2.3590
52.4250,2.3522
52.4570,2.3522
52.4840,2.3380
52.5170,2.3310
52.5490,2.3310
52.5760,2.3240
52.6080,2.3240
52.6360,2.3170
52.6720,2.3100
52.7030,2.3100
52.7310,2.2961
52.7630,2.2961
52.7890,2.2891
52.8210,2.2817
52.8520,2.2817
52.8790,2.2747
52.9100,2.2747
52.9370,2.2674
52.9750,2.2601
53.0070,2.2601
53.0350,2.2531
53.0670,2.2601
53.1010,2.2601
53.1280,2.2533
53.1590,2.2533
53.1860,2.2463
53.2240,2.2463
53.2560,2.2463
53.2830,2.2463
53.3150,2.2390
53.3480,2.2390
53.3750,2.2320
53.4070,2.2320
53.4340,2.2320
53.4670,2.2250
53.5030,2.2250
53.5300,2.2250
53.5620,2.2176
53.5960,2.2176
53.6230,2.2176
53.6550,2.2176
53.6830,2.2108
53.7150,2.2108
53.7520,2.2108
53.7790,2.1968
53.8110,2.1965
53.8440,2.1965
53.8710,2.1893
53.9040,2.1893
53.9320,2.1823
53.9640,2.1893
53.9960,2.1893
54.0230,2.1823
54.0590,2.1823
54.0870,2.1826
54.1190,2.1826
54.1500,2.1826
54.1790,2.1756
